Vendedor,Mês,QuantidadeVendida,ValorVendido,TipoPagamento,Parcelas
Samuel Pereira,Junho,49,42442.95,Cartão de Crédito,4
Ana Sophia Araújo,Outubro,36,16914.42,Dinheiro,
Nicolas Pereira,Fevereiro,25,26452.14,Dinheiro,
Nicolas Pereira,Outubro,44,55483.21,Cartão de Crédito,1
Enzo Santos,Junho,22,25517.37,PIX,
Dr. Davi Lucas da Rosa,Março,13,16180.83,PIX,
Dra. Pietra Viana,Janeiro,3,521.81,Dinheiro,
Antônio Carvalho,Agosto,34,32921.46,Dinheiro,
João Gabriel Monteiro,Setembro,9,6508.22,Dinheiro,
Antônio Carvalho,Março,26,51536.42,Dinheiro,
Sr. Bryan Nascimento,Maio,38,28086.16,Dinheiro,
Dra. Pietra Viana,Agosto,46,53799.58,PIX,
Sr. Bryan Nascimento,Janeiro,24,17504.53,Cartão de Crédito,4
Clarice Porto,Maio,47,82578.45,Dinheiro,
Ana Sophia Araújo,Outubro,31,18739.74,Dinheiro,
Dr. Davi Lucas da Rosa,Outubro,37,19696.29,Cartão de Crédito,6
Alice da Paz,Março,34,44035.03,Dinheiro,
Dr. Davi Lucas da Rosa,Julho,10,16611.56,Cartão de Crédito,1
Clarice Porto,Dezembro,8,3699.92,PIX,
Antônio Carvalho,Julho,10,8846.24,Cartão de Crédito,4
Dra. Pietra Viana,Outubro,31,54508.96,Dinheiro,
Samuel Pereira,Janeiro,46,16668.41,Cartão de Crédito,6
Antônio Carvalho,Novembro,31,34050.6,PIX,
Vicente Cavalcanti,Agosto,35,26264.75,PIX,
Emilly Almeida,Dezembro,44,58180.64,Dinheiro,
Nicolas Pereira,Outubro,31,14424.36,Cartão de Crédito,3
Dra. Pietra Viana,Maio,15,28332.34,PIX,
Dr. Davi Lucas da Rosa,Maio,46,22716.08,Dinheiro,
Alice da Paz,Junho,31,23644.51,Dinheiro,
Nicolas Pereira,Maio,8,9516.85,Dinheiro,
Enzo Santos,Julho,23,44016.41,Cartão de Crédito,3
Ana Sophia Araújo,Maio,46,11507.17,PIX,
Emilly Almeida,Maio,48,48492.03,Cartão de Crédito,6
Nicolas Pereira,Setembro,45,27723.64,Cartão de Crédito,6
Samuel Pereira,Outubro,16,8970.72,Dinheiro,
João Gabriel Monteiro,Setembro,15,19681.42,Cartão de Crédito,1
Enzo Santos,Junho,46,45888.1,Dinheiro,
Dr. Davi Lucas da Rosa,Março,1,1932.59,Cartão de Crédito,4
Emilly Almeida,Agosto,31,41416.73,PIX,
Antônio Carvalho,Maio,42,8921.17,Cartão de Crédito,12
Clarice Porto,Abril,35,52622.65,Cartão de Crédito,2
Enzo Santos,Março,3,5983.88,PIX,
Dr. Davi Lucas da Rosa,Agosto,12,22554.68,PIX,
João Gabriel Monteiro,Janeiro,1,666.95,Dinheiro,
Sra. Elisa das Neves,Junho,19,18302.0,Dinheiro,
Dra. Pietra Viana,Setembro,32,57267.01,Cartão de Crédito,6
Alice da Paz,Maio,13,21277.7,PIX,
Vicente Cavalcanti,Dezembro,30,39952.26,Dinheiro,
Vicente Cavalcanti,Janeiro,48,35544.63,PIX,
Clarice Porto,Novembro,49,22883.32,Dinheiro,
Sr. Bryan Nascimento,Novembro,26,43453.3,Dinheiro,
Antônio Carvalho,Fevereiro,26,35661.24,Cartão de Crédito,2
Alice da Paz,Junho,16,1807.64,PIX,
Sarah Viana,Agosto,49,29757.17,PIX,
Nicolas Pereira,Outubro,47,55857.95,PIX,
Emilly Almeida,Junho,45,24703.87,Dinheiro,
Sra. Elisa das Neves,Agosto,20,8069.24,Dinheiro,
Dra. Pietra Viana,Dezembro,50,34542.91,Cartão de Crédito,12
João Gabriel Monteiro,Maio,24,30426.92,Cartão de Crédito,2
Alice da Paz,Março,30,45620.89,Dinheiro,
Antônio Carvalho,Julho,45,51459.55,PIX,
Dr. Davi Lucas da Rosa,Setembro,43,71751.81,Cartão de Crédito,12
Dr. Davi Lucas da Rosa,Outubro,6,6590.78,Dinheiro,
Samuel Pereira,Junho,5,9213.82,Cartão de Crédito,1
Sr. Bryan Nascimento,Setembro,33,15975.23,Dinheiro,
Vicente Cavalcanti,Março,21,36193.99,PIX,
Sra. Elisa das Neves,Novembro,14,20470.02,PIX,
Sra. Elisa das Neves,Setembro,29,47458.93,PIX,
Vicente Cavalcanti,Setembro,27,26133.76,Cartão de Crédito,6
Alice da Paz,Novembro,20,29484.64,PIX,
Nicolas Pereira,Janeiro,48,24672.6,Cartão de Crédito,1
Enzo Santos,Junho,45,9951.47,Cartão de Crédito,1
João Gabriel Monteiro,Agosto,3,1936.42,Cartão de Crédito,2
Dr. Davi Lucas da Rosa,Novembro,47,62377.16,PIX,
Antônio Carvalho,Julho,29,50816.08,PIX,
Enzo Santos,Fevereiro,44,85002.47,Dinheiro,
Vicente Cavalcanti,Novembro,23,7484.27,Dinheiro,
Enzo Santos,Setembro,9,13346.37,Cartão de Crédito,1
Dr. Davi Lucas da Rosa,Janeiro,20,19594.15,Dinheiro,
Dra. Pietra Viana,Julho,35,28721.89,Cartão de Crédito,2
Alice da Paz,Junho,10,6237.34,Dinheiro,
Dr. Davi Lucas da Rosa,Fevereiro,3,4914.03,PIX,
Clarice Porto,Janeiro,16,7864.88,Cartão de Crédito,6
Ana Sophia Araújo,Agosto,39,53696.95,Cartão de Crédito,2
Samuel Pereira,Janeiro,26,24284.76,Dinheiro,
Sarah Viana,Janeiro,9,9516.62,PIX,
Sarah Viana,Dezembro,37,26118.93,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,21,11552.47,Cartão de Crédito,12
Dra. Pietra Viana,Abril,27,18115.7,Cartão de Crédito,6
Clarice Porto,Dezembro,12,15472.64,PIX,
Dra. Pietra Viana,Agosto,4,7789.41,Dinheiro,
Emilly Almeida,Julho,34,23990.25,PIX,
Enzo Santos,Março,20,16305.49,Dinheiro,
Alice da Paz,Abril,15,10070.99,Dinheiro,
Vicente Cavalcanti,Agosto,4,4674.13,PIX,
Dra. Pietra Viana,Setembro,9,7541.97,PIX,
Sarah Viana,Junho,42,10509.82,PIX,
Sr. Bryan Nascimento,Junho,6,6706.25,Cartão de Crédito,1
Nicolas Pereira,Julho,44,54975.45,Cartão de Crédito,1
Sarah Viana,Outubro,47,64660.53,Cartão de Crédito,4
Sarah Viana,Junho,20,38366.75,Cartão de Crédito,2
João Gabriel Monteiro,Abril,48,15499.24,PIX,
João Gabriel Monteiro,Abril,45,56176.33,Cartão de Crédito,4
João Gabriel Monteiro,Abril,36,25598.47,PIX,
Enzo Santos,Agosto,35,46639.97,PIX,
Nicolas Pereira,Junho,33,58652.31,PIX,
Sra. Elisa das Neves,Dezembro,31,47959.95,PIX,
João Gabriel Monteiro,Abril,24,16669.24,Cartão de Crédito,6
Sr. Bryan Nascimento,Abril,48,18108.15,PIX,
Dra. Pietra Viana,Outubro,38,55784.86,PIX,
Vicente Cavalcanti,Abril,22,11814.78,Dinheiro,
Sr. Bryan Nascimento,Abril,32,36679.07,Dinheiro,
Antônio Carvalho,Maio,49,81390.21,Dinheiro,
Emilly Almeida,Dezembro,32,31218.4,Dinheiro,
Dr. Davi Lucas da Rosa,Junho,11,4025.13,Dinheiro,
Alice da Paz,Março,35,69356.52,Cartão de Crédito,6
Ana Sophia Araújo,Fevereiro,43,8263.63,Cartão de Crédito,4
Vicente Cavalcanti,Novembro,15,3437.09,Cartão de Crédito,1
Sarah Viana,Setembro,30,24272.44,Dinheiro,
Emilly Almeida,Novembro,40,73369.11,Dinheiro,
Alice da Paz,Janeiro,1,1111.2,PIX,
Ana Sophia Araújo,Janeiro,34,50053.65,Dinheiro,
Nicolas Pereira,Janeiro,33,54284.96,Dinheiro,
Enzo Santos,Março,7,12910.05,Dinheiro,
Vicente Cavalcanti,Abril,13,16608.59,PIX,
Sr. Bryan Nascimento,Junho,18,28986.82,Cartão de Crédito,3
Enzo Santos,Agosto,37,20797.51,Dinheiro,
Sarah Viana,Maio,44,73625.99,Cartão de Crédito,12
Sr. Bryan Nascimento,Novembro,49,7849.83,PIX,
Enzo Santos,Julho,36,36158.75,Dinheiro,
Ana Sophia Araújo,Dezembro,11,2828.14,PIX,
Emilly Almeida,Junho,37,72406.24,Cartão de Crédito,6
João Gabriel Monteiro,Janeiro,15,7525.39,Dinheiro,
João Gabriel Monteiro,Outubro,31,19067.5,Cartão de Crédito,12
João Gabriel Monteiro,Maio,35,40973.41,Cartão de Crédito,2
João Gabriel Monteiro,Junho,2,3853.58,Dinheiro,
Vicente Cavalcanti,Dezembro,26,48486.42,PIX,
Vicente Cavalcanti,Outubro,16,18827.56,PIX,
Emilly Almeida,Setembro,22,18244.77,Dinheiro,
Vicente Cavalcanti,Dezembro,47,11703.59,Dinheiro,
Antônio Carvalho,Janeiro,7,6513.27,Cartão de Crédito,3
Clarice Porto,Outubro,39,33295.7,PIX,
Ana Sophia Araújo,Novembro,18,28597.35,PIX,
Alice da Paz,Abril,23,26467.75,PIX,
Enzo Santos,Março,44,53379.16,PIX,
Sra. Elisa das Neves,Outubro,19,30709.79,Dinheiro,
Sra. Elisa das Neves,Fevereiro,18,7074.36,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,10,15053.45,PIX,
Antônio Carvalho,Fevereiro,6,659.23,PIX,
Alice da Paz,Junho,49,30015.26,Cartão de Crédito,1
Vicente Cavalcanti,Julho,29,33589.88,Dinheiro,
Enzo Santos,Fevereiro,2,540.55,Dinheiro,
Sra. Elisa das Neves,Outubro,39,62026.91,PIX,
Ana Sophia Araújo,Maio,27,22594.12,Cartão de Crédito,12
João Gabriel Monteiro,Setembro,16,18987.6,Cartão de Crédito,12
Enzo Santos,Março,9,5498.51,PIX,
Alice da Paz,Março,5,2088.47,PIX,
Enzo Santos,Maio,31,49199.06,PIX,
Nicolas Pereira,Abril,47,60515.51,Dinheiro,
Clarice Porto,Abril,30,9097.42,PIX,
Ana Sophia Araújo,Julho,22,37379.44,PIX,
Dr. Davi Lucas da Rosa,Junho,29,21343.97,Dinheiro,
Clarice Porto,Março,20,14185.28,Dinheiro,
Sarah Viana,Agosto,21,9187.73,PIX,
Antônio Carvalho,Maio,48,68180.15,PIX,
Clarice Porto,Abril,21,17104.61,PIX,
Antônio Carvalho,Fevereiro,37,17745.94,Dinheiro,
Vicente Cavalcanti,Novembro,50,57259.42,Dinheiro,
Alice da Paz,Dezembro,14,13062.9,PIX,
Sr. Bryan Nascimento,Dezembro,5,8280.17,PIX,
Emilly Almeida,Agosto,9,11730.05,Cartão de Crédito,3
Emilly Almeida,Março,46,41581.38,PIX,
Sra. Elisa das Neves,Agosto,39,39411.29,PIX,
Dra. Pietra Viana,Setembro,45,40264.71,Cartão de Crédito,3
Samuel Pereira,Setembro,39,51189.17,Cartão de Crédito,1
Dr. Davi Lucas da Rosa,Abril,43,58605.49,Cartão de Crédito,12
Clarice Porto,Janeiro,37,72847.66,Dinheiro,
Emilly Almeida,Julho,49,35771.65,PIX,
Sra. Elisa das Neves,Janeiro,7,4141.22,Dinheiro,
Samuel Pereira,Setembro,36,43307.45,Dinheiro,
Sarah Viana,Agosto,24,20235.72,Dinheiro,
Clarice Porto,Dezembro,33,12751.71,Cartão de Crédito,4
Sra. Elisa das Neves,Maio,27,49924.09,Cartão de Crédito,1
Sr. Bryan Nascimento,Dezembro,10,7618.24,PIX,
Alice da Paz,Abril,34,34597.02,PIX,
Sra. Elisa das Neves,Agosto,47,66920.96,PIX,
Sra. Elisa das Neves,Maio,3,4918.06,Cartão de Crédito,1
Sr. Bryan Nascimento,Junho,42,12927.14,Cartão de Crédito,12
Sarah Viana,Setembro,12,13783.55,PIX,
Dra. Pietra Viana,Julho,30,16215.77,PIX,
Emilly Almeida,Março,12,15802.92,PIX,
Enzo Santos,Janeiro,48,60806.55,Cartão de Crédito,4
Clarice Porto,Julho,25,2711.38,Cartão de Crédito,2
Nicolas Pereira,Dezembro,5,5984.81,Dinheiro,
Vicente Cavalcanti,Junho,21,9963.26,Cartão de Crédito,3
Emilly Almeida,Agosto,34,65798.2,PIX,
Clarice Porto,Julho,40,33833.34,Cartão de Crédito,3
Antônio Carvalho,Agosto,40,17112.09,Dinheiro,
Samuel Pereira,Maio,40,48852.8,Dinheiro,
Vicente Cavalcanti,Junho,8,4426.31,Cartão de Crédito,2
Antônio Carvalho,Dezembro,10,10705.67,PIX,
Clarice Porto,Março,37,30674.81,Cartão de Crédito,4
Emilly Almeida,Setembro,45,83088.27,Cartão de Crédito,6
Vicente Cavalcanti,Agosto,19,6964.7,PIX,
Sr. Bryan Nascimento,Agosto,40,8074.46,PIX,
Ana Sophia Araújo,Agosto,9,4236.7,PIX,
Dra. Pietra Viana,Setembro,42,43698.59,Dinheiro,
Alice da Paz,Julho,46,78006.54,PIX,
Vicente Cavalcanti,Fevereiro,37,5869.51,Cartão de Crédito,3
Ana Sophia Araújo,Maio,15,16821.85,Cartão de Crédito,4
Clarice Porto,Dezembro,50,77762.36,Dinheiro,
Dra. Pietra Viana,Fevereiro,37,11728.73,Dinheiro,
Sr. Bryan Nascimento,Junho,35,58203.63,Cartão de Crédito,12
Alice da Paz,Setembro,14,27728.03,Cartão de Crédito,12
Sr. Bryan Nascimento,Novembro,49,27945.19,Cartão de Crédito,4
Nicolas Pereira,Junho,6,5605.4,Cartão de Crédito,2
Sarah Viana,Dezembro,38,53555.44,Dinheiro,
Clarice Porto,Novembro,28,11630.22,Cartão de Crédito,2
Sr. Bryan Nascimento,Abril,4,4732.57,Dinheiro,
Nicolas Pereira,Outubro,35,14697.09,Dinheiro,
Nicolas Pereira,Maio,37,22494.22,Dinheiro,
João Gabriel Monteiro,Novembro,7,2503.33,PIX,
João Gabriel Monteiro,Janeiro,18,31453.03,Cartão de Crédito,12
Sr. Bryan Nascimento,Março,16,6045.8,PIX,
Sr. Bryan Nascimento,Abril,49,83435.03,PIX,
Alice da Paz,Março,37,48157.86,Dinheiro,
Enzo Santos,Julho,29,7060.95,Cartão de Crédito,4
Dra. Pietra Viana,Dezembro,18,25558.86,PIX,
Alice da Paz,Agosto,21,25320.03,Dinheiro,
Sra. Elisa das Neves,Dezembro,30,39185.91,Dinheiro,
Antônio Carvalho,Fevereiro,35,29948.11,PIX,
Sr. Bryan Nascimento,Abril,32,19527.04,PIX,
Antônio Carvalho,Setembro,37,12880.78,PIX,
Dr. Davi Lucas da Rosa,Junho,44,68124.44,Cartão de Crédito,1
Emilly Almeida,Agosto,2,672.1,Cartão de Crédito,4
Alice da Paz,Janeiro,28,13563.33,Dinheiro,
João Gabriel Monteiro,Março,42,28288.87,PIX,
Sra. Elisa das Neves,Novembro,24,13817.75,PIX,
Emilly Almeida,Novembro,11,2182.35,Dinheiro,
Nicolas Pereira,Dezembro,45,69072.35,PIX,
Emilly Almeida,Fevereiro,46,12919.05,Cartão de Crédito,4
Sra. Elisa das Neves,Março,38,20130.98,Dinheiro,
Alice da Paz,Janeiro,1,1421.63,Cartão de Crédito,4
Samuel Pereira,Março,31,7271.79,PIX,
Sra. Elisa das Neves,Dezembro,7,2072.58,PIX,
João Gabriel Monteiro,Maio,9,7444.53,Cartão de Crédito,12
Emilly Almeida,Março,5,5539.83,Cartão de Crédito,6
Emilly Almeida,Março,29,22250.44,Cartão de Crédito,12
Samuel Pereira,Março,27,34304.7,PIX,
Sr. Bryan Nascimento,Abril,6,10821.16,Cartão de Crédito,1
Clarice Porto,Dezembro,25,19197.94,PIX,
Antônio Carvalho,Março,16,10019.82,Cartão de Crédito,2
Dra. Pietra Viana,Outubro,39,57339.41,PIX,
Dr. Davi Lucas da Rosa,Dezembro,2,3421.99,Dinheiro,
João Gabriel Monteiro,Maio,14,15172.13,Dinheiro,
Sarah Viana,Dezembro,26,17199.78,Cartão de Crédito,2
Alice da Paz,Julho,8,4464.44,Dinheiro,
Clarice Porto,Fevereiro,34,60811.6,Cartão de Crédito,3
João Gabriel Monteiro,Junho,9,7514.93,Dinheiro,
Enzo Santos,Junho,35,48915.65,PIX,
Dr. Davi Lucas da Rosa,Fevereiro,2,2431.98,Cartão de Crédito,3
Sarah Viana,Janeiro,4,7609.97,PIX,
Dra. Pietra Viana,Maio,41,59613.81,PIX,
Enzo Santos,Dezembro,26,6671.93,Dinheiro,
Dra. Pietra Viana,Outubro,10,6271.89,PIX,
Sra. Elisa das Neves,Setembro,14,27316.74,Cartão de Crédito,6
Antônio Carvalho,Julho,38,49596.04,Dinheiro,
Emilly Almeida,Novembro,5,3446.61,PIX,
Samuel Pereira,Abril,4,2258.05,PIX,
Sra. Elisa das Neves,Agosto,40,50271.26,PIX,
Emilly Almeida,Dezembro,43,64811.77,Cartão de Crédito,1
Samuel Pereira,Março,45,5470.48,PIX,
Antônio Carvalho,Setembro,34,53980.97,Dinheiro,
Nicolas Pereira,Março,24,8188.04,PIX,
Samuel Pereira,Fevereiro,50,90490.26,PIX,
Dr. Davi Lucas da Rosa,Julho,18,19715.81,PIX,
Samuel Pereira,Outubro,41,10103.76,PIX,
Dra. Pietra Viana,Junho,4,4197.04,Dinheiro,
Vicente Cavalcanti,Junho,11,6431.93,Cartão de Crédito,6
Emilly Almeida,Dezembro,8,4271.75,Dinheiro,
Ana Sophia Araújo,Janeiro,1,564.65,PIX,
Antônio Carvalho,Julho,10,4400.26,Cartão de Crédito,6
Dr. Davi Lucas da Rosa,Dezembro,48,64600.14,Cartão de Crédito,3
Sarah Viana,Julho,47,33270.21,Cartão de Crédito,6
Antônio Carvalho,Fevereiro,33,45517.52,Cartão de Crédito,2
Sarah Viana,Setembro,3,5738.25,Cartão de Crédito,4
Sr. Bryan Nascimento,Maio,50,85260.42,PIX,
Sra. Elisa das Neves,Setembro,30,3454.24,Cartão de Crédito,3
Clarice Porto,Maio,48,61591.84,PIX,
Antônio Carvalho,Outubro,32,63865.46,Cartão de Crédito,12
João Gabriel Monteiro,Setembro,49,79005.14,Cartão de Crédito,1
João Gabriel Monteiro,Julho,2,1085.39,PIX,
Emilly Almeida,Dezembro,1,1906.88,Cartão de Crédito,12
Enzo Santos,Dezembro,47,32160.7,Cartão de Crédito,6
Sarah Viana,Julho,32,61640.05,Cartão de Crédito,12
Nicolas Pereira,Fevereiro,3,5551.26,Dinheiro,
Enzo Santos,Dezembro,24,23305.69,Dinheiro,
Sra. Elisa das Neves,Outubro,7,7422.19,Dinheiro,
Sr. Bryan Nascimento,Julho,5,6123.01,Cartão de Crédito,4
Emilly Almeida,Março,16,10466.95,PIX,
João Gabriel Monteiro,Julho,45,75627.44,PIX,
Antônio Carvalho,Agosto,18,9789.5,Cartão de Crédito,2
Dr. Davi Lucas da Rosa,Outubro,7,2766.96,Cartão de Crédito,4
Alice da Paz,Junho,27,8893.79,PIX,
Dr. Davi Lucas da Rosa,Abril,29,19887.76,PIX,
Sr. Bryan Nascimento,Fevereiro,6,2396.82,Dinheiro,
Nicolas Pereira,Dezembro,45,56082.36,Cartão de Crédito,3
Vicente Cavalcanti,Fevereiro,46,26294.32,PIX,
Enzo Santos,Setembro,4,5546.59,PIX,
Sr. Bryan Nascimento,Março,2,3817.97,PIX,
Dra. Pietra Viana,Dezembro,36,20689.92,PIX,
Sra. Elisa das Neves,Março,8,981.75,Cartão de Crédito,2
Sarah Viana,Julho,24,33694.61,Dinheiro,
Sra. Elisa das Neves,Outubro,38,22486.85,Cartão de Crédito,1
Sra. Elisa das Neves,Abril,42,39585.82,Cartão de Crédito,1
João Gabriel Monteiro,Junho,8,1448.98,PIX,
Ana Sophia Araújo,Março,37,34150.89,Dinheiro,
Enzo Santos,Agosto,2,1654.37,PIX,
Vicente Cavalcanti,Junho,14,25560.89,PIX,
Nicolas Pereira,Agosto,10,1658.34,Dinheiro,
Clarice Porto,Abril,42,27749.39,PIX,
João Gabriel Monteiro,Setembro,31,6691.67,PIX,
Enzo Santos,Março,27,12932.19,Dinheiro,
Sarah Viana,Novembro,35,56357.28,PIX,
Dr. Davi Lucas da Rosa,Dezembro,23,23262.21,PIX,
Antônio Carvalho,Outubro,33,23464.6,PIX,
Vicente Cavalcanti,Janeiro,21,25924.94,Cartão de Crédito,3
Ana Sophia Araújo,Agosto,34,26490.16,Dinheiro,
Sarah Viana,Março,7,3996.5,Cartão de Crédito,3
Dra. Pietra Viana,Dezembro,4,6206.78,Cartão de Crédito,6
Sr. Bryan Nascimento,Julho,23,43168.5,Cartão de Crédito,2
Sarah Viana,Outubro,21,34267.79,Dinheiro,
Antônio Carvalho,Outubro,2,2873.12,PIX,
Clarice Porto,Outubro,10,11699.07,Cartão de Crédito,4
Dra. Pietra Viana,Maio,12,12381.95,Cartão de Crédito,1
Sarah Viana,Outubro,15,2067.95,PIX,
Ana Sophia Araújo,Junho,40,19311.29,Cartão de Crédito,3
Samuel Pereira,Março,21,4476.28,Cartão de Crédito,6
Samuel Pereira,Março,50,15537.46,Dinheiro,
Sr. Bryan Nascimento,Junho,5,4049.11,Dinheiro,
Enzo Santos,Outubro,7,5176.26,PIX,
Vicente Cavalcanti,Março,47,89418.33,Dinheiro,
Alice da Paz,Novembro,21,9050.69,Dinheiro,
Samuel Pereira,Outubro,23,12055.47,Dinheiro,
Sr. Bryan Nascimento,Março,25,17074.1,Dinheiro,
Nicolas Pereira,Março,12,17817.35,Dinheiro,
Clarice Porto,Julho,50,96692.47,Cartão de Crédito,2
Clarice Porto,Junho,40,20788.04,Dinheiro,
Sra. Elisa das Neves,Agosto,10,7292.2,Cartão de Crédito,2
Antônio Carvalho,Junho,11,14396.3,Cartão de Crédito,12
Emilly Almeida,Novembro,47,83878.16,PIX,
Ana Sophia Araújo,Maio,14,8037.79,Cartão de Crédito,3
Nicolas Pereira,Fevereiro,47,4814.41,PIX,
Alice da Paz,Dezembro,27,52414.92,PIX,
Alice da Paz,Julho,23,26161.25,Cartão de Crédito,4
Dr. Davi Lucas da Rosa,Outubro,42,64707.83,Cartão de Crédito,2
Alice da Paz,Fevereiro,3,1980.98,PIX,
Nicolas Pereira,Fevereiro,5,3747.18,PIX,
Vicente Cavalcanti,Dezembro,5,5696.94,Cartão de Crédito,3
Clarice Porto,Outubro,31,44595.32,PIX,
Emilly Almeida,Março,39,69830.72,Cartão de Crédito,1
Sra. Elisa das Neves,Junho,14,27319.0,PIX,
Samuel Pereira,Setembro,47,87353.72,Dinheiro,
Nicolas Pereira,Novembro,19,12636.16,Cartão de Crédito,1
Enzo Santos,Outubro,36,61046.05,Cartão de Crédito,1
Antônio Carvalho,Janeiro,28,7461.83,Dinheiro,
Emilly Almeida,Outubro,31,14860.85,Cartão de Crédito,2
Vicente Cavalcanti,Novembro,19,37171.78,PIX,
Sr. Bryan Nascimento,Fevereiro,20,31825.31,PIX,
Alice da Paz,Novembro,17,4643.72,Dinheiro,
Enzo Santos,Março,24,42778.47,PIX,
Vicente Cavalcanti,Agosto,3,1800.79,PIX,
Nicolas Pereira,Abril,18,21097.23,Cartão de Crédito,12
Emilly Almeida,Fevereiro,6,8216.81,Dinheiro,
Enzo Santos,Outubro,15,17277.65,PIX,
Sr. Bryan Nascimento,Setembro,27,52236.7,Dinheiro,
Sr. Bryan Nascimento,Agosto,37,65680.27,PIX,
Nicolas Pereira,Fevereiro,26,47197.19,Dinheiro,
Ana Sophia Araújo,Setembro,37,67001.99,Dinheiro,
Emilly Almeida,Outubro,10,3285.36,PIX,
Vicente Cavalcanti,Março,14,22905.06,Cartão de Crédito,1
Enzo Santos,Fevereiro,44,40798.88,Dinheiro,
Vicente Cavalcanti,Outubro,17,12027.91,Dinheiro,
João Gabriel Monteiro,Fevereiro,6,5024.33,PIX,
Dra. Pietra Viana,Junho,18,19573.34,Cartão de Crédito,12
Clarice Porto,Outubro,34,53896.89,Cartão de Crédito,4
Vicente Cavalcanti,Março,37,45031.77,Cartão de Crédito,1
Clarice Porto,Fevereiro,19,33215.86,PIX,
João Gabriel Monteiro,Julho,17,14072.3,PIX,
Clarice Porto,Outubro,31,5306.73,PIX,
Enzo Santos,Março,40,50257.8,Dinheiro,
Enzo Santos,Janeiro,26,46544.97,PIX,
Samuel Pereira,Abril,4,6067.7,PIX,
João Gabriel Monteiro,Junho,2,1483.89,PIX,
Nicolas Pereira,Maio,32,55380.67,Dinheiro,
Sra. Elisa das Neves,Abril,9,6038.22,Dinheiro,
Alice da Paz,Junho,18,26724.94,Dinheiro,
Emilly Almeida,Fevereiro,13,12210.4,PIX,
Samuel Pereira,Agosto,49,52986.28,PIX,
Sr. Bryan Nascimento,Janeiro,33,52926.45,Cartão de Crédito,3
Samuel Pereira,Setembro,26,9301.1,Dinheiro,
João Gabriel Monteiro,Outubro,2,860.2,Cartão de Crédito,1
Sarah Viana,Janeiro,30,5881.88,PIX,
Samuel Pereira,Abril,18,14397.64,PIX,
Dra. Pietra Viana,Julho,41,76007.43,Dinheiro,
Ana Sophia Araújo,Abril,24,24688.68,PIX,
Vicente Cavalcanti,Agosto,38,43606.29,PIX,
Vicente Cavalcanti,Maio,48,80575.36,Cartão de Crédito,3
Ana Sophia Araújo,Julho,4,1638.1,Dinheiro,
Dr. Davi Lucas da Rosa,Abril,15,19950.33,Dinheiro,
Sarah Viana,Maio,42,36878.67,Cartão de Crédito,12
Ana Sophia Araújo,Agosto,9,11970.05,Dinheiro,
Dr. Davi Lucas da Rosa,Janeiro,15,8693.13,PIX,
Samuel Pereira,Dezembro,42,26175.21,PIX,
Sr. Bryan Nascimento,Junho,30,17363.93,PIX,
Nicolas Pereira,Novembro,34,56650.48,PIX,
Clarice Porto,Fevereiro,1,1071.88,Dinheiro,
Sr. Bryan Nascimento,Junho,36,47878.2,Dinheiro,
Nicolas Pereira,Maio,44,13437.54,Cartão de Crédito,3
Nicolas Pereira,Novembro,21,36473.51,PIX,
Emilly Almeida,Dezembro,42,28043.53,Cartão de Crédito,6
Dr. Davi Lucas da Rosa,Abril,4,6521.27,Dinheiro,
Enzo Santos,Novembro,21,29262.15,Dinheiro,
Ana Sophia Araújo,Novembro,32,63846.12,PIX,
João Gabriel Monteiro,Julho,26,21780.78,Cartão de Crédito,6
Samuel Pereira,Outubro,13,9776.23,Dinheiro,
Sarah Viana,Novembro,35,45947.85,PIX,
João Gabriel Monteiro,Novembro,23,24469.66,Cartão de Crédito,12
João Gabriel Monteiro,Setembro,12,7898.28,PIX,
Vicente Cavalcanti,Dezembro,17,25123.53,Dinheiro,
Dr. Davi Lucas da Rosa,Março,44,79605.82,Dinheiro,
Sra. Elisa das Neves,Abril,23,12059.43,PIX,
Enzo Santos,Junho,24,14281.5,PIX,
Alice da Paz,Fevereiro,31,6261.57,Dinheiro,
Clarice Porto,Outubro,40,9412.4,Cartão de Crédito,6
Sra. Elisa das Neves,Novembro,25,27667.33,PIX,
Ana Sophia Araújo,Março,9,17869.15,PIX,
Enzo Santos,Outubro,30,11163.78,Dinheiro,
Vicente Cavalcanti,Fevereiro,32,23423.87,Cartão de Crédito,3
Emilly Almeida,Janeiro,1,958.9,Cartão de Crédito,2
Clarice Porto,Março,32,50940.82,Cartão de Crédito,2
Clarice Porto,Julho,41,37551.02,PIX,
Alice da Paz,Julho,1,171.68,Cartão de Crédito,12
Antônio Carvalho,Janeiro,21,32298.22,Dinheiro,
Sarah Viana,Janeiro,44,4744.75,Dinheiro,
Sarah Viana,Abril,45,79482.23,PIX,
Vicente Cavalcanti,Fevereiro,25,26408.48,PIX,
Vicente Cavalcanti,Fevereiro,3,1999.75,PIX,
Alice da Paz,Dezembro,34,41925.5,PIX,
Enzo Santos,Novembro,9,6760.73,PIX,
Antônio Carvalho,Abril,11,20914.96,PIX,
Ana Sophia Araújo,Abril,15,22224.31,Cartão de Crédito,2
Samuel Pereira,Janeiro,38,40234.54,Cartão de Crédito,3
Samuel Pereira,Novembro,3,2438.6,Dinheiro,
Nicolas Pereira,Setembro,40,7692.61,Cartão de Crédito,12
